공공데이터ID,공공데이터명,호출URL,항목ID,항목명,항목타입,요청인자여부
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,SIGUN_CD,시군코드,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,SIGUN_NM,시군명,TEXT,Y
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,SIGNGU_NM,시군구명,TEXT,Y
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,KIDGARTN_TYPE_NM,어린이집유형명,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,ADMDONG_NM,행정동명,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,KIDGARTN_NM,어린이집명,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,REFINE_ROADNM_ADDR,소재지도로명주소,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,REFINE_LOTNO_ADDR,소재지지번주소,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,REFINE_WGS84_LAT,위도,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,REFINE_WGS84_LOGT,경도,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,KIDGARTN_TELNO,어린이집전화번호,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,CONFMTN_DE,인가일자,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,EVALTN_CERTFIY_YN,평가인증여부,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,TM_EXTS_TYPE_YN,시간연장유형여부,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,PUBL_TYPE_APPONT_YN,공공유형지정여부,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,AGE10_CHILD_APPONT_YN,0세아동지정여부,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,STD_YM,기준년월,TEXT,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,CHILD_HOUSE_CNT,어린이집수,NUMBER,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,CHLDCARE_SCHLSTAF_CNT,보육교직원수,NUMBER,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,CHILD_PSN_CAPA_CNT,아동정원수,NUMBER,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,CHILD_PSTPSN_CNT,아동현원수,NUMBER,N
KE22KP2IJFD15YD0W4BU29615963,0세아 전용 어린이집 현황,https://openapi.gg.go.kr/Age0PrvuuseKidgartn,PSN_CAPA_STFY_RT,정원충족률,NUMBER,N
5ZUNTZ2U2ZCXWQWMM8J230545628,1인당 공원면적 현황,https://openapi.gg.go.kr/PerpersonParkarea,STD_YY,기준년도,TEXT,Y
5ZUNTZ2U2ZCXWQWMM8J230545628,1인당 공원면적 현황,https://openapi.gg.go.kr/PerpersonParkarea,STD_HFTM,기준반기,TEXT,N
5ZUNTZ2U2ZCXWQWMM8J230545628,1인당 공원면적 현황,https://openapi.gg.go.kr/PerpersonParkarea,SIGUN_NM,시군명,TEXT,N
5ZUNTZ2U2ZCXWQWMM8J230545628,1인당 공원면적 현황,https://openapi.gg.go.kr/PerpersonParkarea,PERPSN_AR,1인당면적,NUMBER,N
26SX55TCO4WSSS3XMN7C18703858,30억 이상 주요 사업 현황,https://openapi.gg.go.kr/AboveH30Mainbi,BIZ_BEGIN_YY,사업개시년도,TEXT,N
26SX55TCO4WSSS3XMN7C18703858,30억 이상 주요 사업 현황,https://openapi.gg.go.kr/AboveH30Mainbi,BIZ_DIV_NM,사업구분명,TEXT,N
26SX55TCO4WSSS3XMN7C18703858,30억 이상 주요 사업 현황,https://openapi.gg.go.kr/AboveH30Mainbi,HGDEPT_NM,실국명,TEXT,N
26SX55TCO4WSSS3XMN7C18703858,30억 이상 주요 사업 현황,https://openapi.gg.go.kr/AboveH30Mainbi,DEPT_NM,부서명,TEXT,N
26SX55TCO4WSSS3XMN7C18703858,30억 이상 주요 사업 현황,https://openapi.gg.go.kr/AboveH30Mainbi,BIZ_CONT,사업내용,TEXT,N
P0QKTB92JWKS2G673MUR27468756,"5대질병(감기, 식중독, 피부염, 눈병, 천식) 예측 정보",https://openapi.gg.go.kr/PredictTreat,SIGUN_NM,시군명,TEXT,Y
P0QKTB92JWKS2G673MUR27468756,"5대질병(감기, 식중독, 피부염, 눈병, 천식) 예측 정보",https://openapi.gg.go.kr/PredictTreat,PREDICT_DE,예측일자,TEXT,N
P0QKTB92JWKS2G673MUR27468756,"5대질병(감기, 식중독, 피부염, 눈병, 천식) 예측 정보",https://openapi.gg.go.kr/PredictTreat,DISS_KIND_NM,질병종류,TEXT,Y
P0QKTB92JWKS2G673MUR27468756,"5대질병(감기, 식중독, 피부염, 눈병, 천식) 예측 정보",https://openapi.gg.go.kr/PredictTreat,DISS_PREDICT_RISK_NM,예측위험등급,TEXT,N
P0QKTB92JWKS2G673MUR27468756,"5대질병(감기, 식중독, 피부염, 눈병, 천식) 예측 정보",https://openapi.gg.go.kr/PredictTreat,DISS_PREDICT_TREAT_CNT,예측진료건수,TEXT,N
P0QKTB92JWKS2G673MUR27468756,"5대질병(감기, 식중독, 피부염, 눈병, 천식) 예측 정보",https://openapi.gg.go.kr/PredictTreat,DISS_DANGR_DEGR_MANUAL_CONT,대응지침,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,SIGUN_NM,시군명,TEXT,Y
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,SIGUN_CD,시군코드,TEXT,Y
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,MANAGE_INST_NM,관리기관명,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,REFINE_ROADNM_ADDR,소재지도로명주소,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,REFINE_LOTNO_ADDR,소재지지번주소,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,INSTL_PUPRS_DIV_NM,설치목적구분,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,CAMERA_CNT,카메라대수,NUMBER,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,CAMERA_PIXEL_CNT,카메라화소수,NUMBER,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,POTOGRF_DIRECTN_INFO,촬영방면정보,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,CUSTODY_DAY_CNT,보관일수,NUMBER,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,INSTL_YM,설치년월,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,MANAGE_INST_TELNO,관리기관전화번호,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,WGS84_LAT,위도,TEXT,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,WGS84_LOGT,경도,NUMBER,N
VIPK0N53968Q7DV5TT2312643570,CCTV 현황(개방표준),https://openapi.gg.go.kr/CCTV,DATA_STD_DE,데이터기준일자,TEXT,N
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,SIGUN_CD,시군코드,TEXT,Y
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,SIGUN_NM,시군명,TEXT,Y
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,ENTRPS_NM,업체명,TEXT,Y
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,REFINE_ROADNM_ADDR,도로명주소,TEXT,N
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,REFINE_LOTNO_ADDR,지번주소,TEXT,N
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,REFINE_ZIP_CD,우편번호,TEXT,N
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,TELNO,전화번호,TEXT,N
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,REFINE_WGS84_LAT,WGS84위도,TEXT,N
PJJYMXMC36JKNLK33NCH28296030,CNG 충전소 현황,https://openapi.gg.go.kr/CngChrgstatn,REFINE_WGS84_LOGT,WGS84경도,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,SIGUN_NM,관할시군명,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,DCSN_AMT,결정금액,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,DECSN_DE,결정일자,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,CSTMR_ALOT_LI_VL,고객부담금리,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,JURISD_SPOT_NM,관할지점,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,INRST_DIV,금리구분,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,CONTRACT_KIND_NM,담보종류(자금융자신청),TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,CONTRACT_KIND_DIV_NM,담보종류(대출실행),TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,LOAN_INRST_VL,대출금리,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,ADD_INRST_DISCNT_VL,추가금리할인,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,LOAN_AMT,대출금액,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,LOAN_MTRY_DE,대출만기일자,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,INST_NM,대출은행,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,LOAN_DE,대출일자,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,LOAN_BLCE,대출잔액,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,LOAN_LAST_CNGOVN_DAY,대출최종해지일,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,APLY_AMT,신청금액,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,APLCATN_DE,신청일자,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,INDUTYPE_NM,업종명,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,INDUTYPE_CD,업종코드,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,GRAD1_RT,이차보전율,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,GRAD2_RT,추가이차보전율,NUMBER,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,FND_LGCLAS_NM,자금대분류,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,FND_NM,자금명,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,FND_PURPOS_CONT,자금용도,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,FNRSC_DIV,재원,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,RCPT_DIV,접수구분,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,RECEPT_DE,접수일자,TEXT,N
AUK207PXX0L2WPUGOW3E31424162,G-money 지원 현황,https://openapi.gg.go.kr/GMONEYSUPST,PROGRS_STUS,진행현황,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,SIGUN_NM,시군명,TEXT,Y
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,MNGSYS_NM,업체명,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,CERTFIY_PRODLST_CONT,인증품목내용,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,BIZREGNO,사업자등록번호,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,CERTFIY_NO_INFO,인증번호,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,CERTFIY_PERD,인증시작일자,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,TEMP_CONT02,인증종료일자,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,REFINE_ZIPNO,소재지우편번호,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,REFINE_LOTNO_ADDR,소재지지번주소,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,REFINE_ROADNM_ADDR,소재지도로명주소,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,REFINE_WGS84_LAT,WGS84위도,TEXT,N
8R88799N8707DHCG3TM72351702,G마크 등록업체 현황,https://openapi.gg.go.kr/GMarkRegistrationStatus,REFINE_WGS84_LOGT,WGS84경도,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,SIGUN_CD,시군코드,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,SIGUN_NM,시군명,TEXT,Y
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,HACCP_APPONT_NO,HACCP지정번호,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,HACCP_APPONT_DE,HACCP지정일자,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,LICENSG_NO,인허가번호,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,INDUTYPE_DIV_NM,업종구분명,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,BIZESTBL_DIV_NM,업소명,TEXT,Y
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,PRODLST_NM,품목명,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,REFINE_ROADNM_ADDR,도로명주소,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,REFINE_LOTNO_ADDR,지번주소,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,REFINE_ZIP_CD,우편번호,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,SMSCALE_BIZESTBL_YN,소규모업소여부,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,REFINE_WGS84_LAT,WGS84위도,TEXT,N
CKMPRXMB5DMQG7ZXZVA727731835,HACCP 적용업소 지정 현황 (식품),https://openapi.gg.go.kr/HaccpFoodAppont,REFINE_WGS84_LOGT,WGS84경도,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,SI_DESC,시설명,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,FACLT_DIV_NM,시설명1,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,FACLT_ABBR_NM,시설약칭명,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,DETLS_STND_UNIT,세부규격,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,CL_STND_UNIT,천장규격,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,AVB_AR,가용면적(m2),NUMBER,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,ENG_SI_DESC,영문시설명,TEXT,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,THEAT_PSNCNT,극장형식인원(명),NUMBER,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,BNQT_PSNCNT,연회형식인원(명),NUMBER,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,RCT_PSNCNT,리셉션형식인원(명),NUMBER,N
VRYOMEX2OKHCRTDQAMPO30917869,KINTEX 시설 현황,https://openapi.gg.go.kr/KtxFclt,LCTRE_PSNCNT,강의형식인원(명),NUMBER,N
UCXQN1DM9EEYK46N9CAS30929019,KINTEX 행사 협력 업체 목록,https://openapi.gg.go.kr/KtxEvtSpl,DIV_NM,구분,TEXT,N
UCXQN1DM9EEYK46N9CAS30929019,KINTEX 행사 협력 업체 목록,https://openapi.gg.go.kr/KtxEvtSpl,ENTRPS_NM,업체명,TEXT,N
UCXQN1DM9EEYK46N9CAS30929019,KINTEX 행사 협력 업체 목록,https://openapi.gg.go.kr/KtxEvtSpl,URL_NM,URL,TEXT,N
UCXQN1DM9EEYK46N9CAS30929019,KINTEX 행사 협력 업체 목록,https://openapi.gg.go.kr/KtxEvtSpl,ADDR,주소,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,SIGUN_CD,시군코드,TEXT,Y
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,SIGUN_NM,시군명,TEXT,Y
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,ENTRPS_NM,업체명,TEXT,Y
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,REFINE_ROADNM_ADDR,도로명주소,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,REFINE_LOTNO_ADDR,지번주소,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,REFINE_ZIP_CD,우편번호,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,TELNO,전화번호,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,MANAGE_DIV_NM,관리구분명,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,REFINE_WGS84_LAT,WGS84위도,TEXT,N
U2H1Z46W3YM8HMZ0693628119399,LPG 충전소 현황,https://openapi.gg.go.kr/LpgChrgstatn,REFINE_WGS84_LOGT,WGS84경도,TEXT,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,SIGUN_NM,시군명,TEXT,Y
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,SIGUN_CD,시군코드,TEXT,Y
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,NTRM_ELECPWR_AMNT4,나트륨(100W미만),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,NTRM_ELECPWR_AMNT1,나트륨(100~200W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,NTRM_ELECPWR_AMNT2,나트륨(201~300W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,NTRM_ELECPWR_AMNT3,나트륨(301~400W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,MTAL_ELECPWR_AMNT4,메탈(100W미만),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,MTAL_ELECPWR_AMNT1,메탈(100~150W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,MTAL_ELECPWR_AMNT2,메탈(151~300W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,MTAL_ELECPWR_AMNT3,메탈(301~400W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,LED_ELECPWR_AMNT4,LED(50W미만),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,LED_ELECPWR_AMNT1,LED(50~100W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,LED_ELECPWR_AMNT2,LED(101~120W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,LED_ELECPWR_AMNT3,LED(121~150W),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,LED_ELECPWR_AMNT5,LED(151W이상),NUMBER,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,ETC_NM,기타,TEXT,N
CS74NL32EHWVN5PZC5JV20863809,가로등 집계 현황,https://openapi.gg.go.kr/TbStlampStusM,DATA_STD_DE,데이터기준일자,TEXT,N
170HR1R6XE89K872549821746350,가로수길 정보 현황(개방표준),https://openapi.gg.go.kr/STTREESTRETINFO,SIGUN_NM,시군명,TEXT,Y
170HR1R6XE89K872549821746350,가로수길 정보 현황(개방표준),https://openapi.gg.go.kr/STTREESTRETINFO,SIGUN_CD,시군코드,TEXT,Y
170HR1R6XE89K872549821746350,가로수길 정보 현황(개방표준),https://openapi.gg.go.kr/STTREESTRETINFO,TREE_ROAD_NM,가로수길명,TEXT,N
170HR1R6XE89K872549821746350,가로수길 정보 현황(개방표준),https://openapi.gg.go.kr/STTREESTRETINFO,WGS84_LAT_STR,가로수길시작위도,TEXT,N
170HR1R6XE89K872549821746350,가로수길 정보 현황(개방표준),https://openapi.gg.go.kr/STTREESTRETINFO,WGS84_LOGT_STR,가로수길시작경도,TEXT,N
